given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
 dilloqn, cranefield,9, loch street, rowethorpe d1, lutwyche,2650, qld,19601109,7417124
 mitchell, dunnicjliff, , illingwort hstreet, , penrith,3162, nsw,19350411,5567119
 charlotte, meaodws,59, totterdell street, b, plumpoon,2905, qld,19030219,6004748
 karla, wilins,66, clifford cerscent, talgarth, oatlands,2323, nt,19590520,3511629
 tana, campbell,34, dunsta nstreet, , katheirne,6015, qld,19810623,8339362
 macormack, clarke,215, giblin ktreet, argyle vi fllage, leongatha,3334, vic,19580218,3112446
 hannkh, maynard,3, oaklands village, fizelle place, toowoomba,2340, ,19971104,3318159
 jacorb, hewson,32, telooma, hambidge crescent, tallangatta,2800, qld,19460104,3624543
 plane, warrick,41, lingiari court, , noosa river heights,6107, vic,19860411,3214712
 jackson, herbert,15, gooreen street, ripple brok station, highett,4870, vic,19170311,3155721
 grsce, eylges,64, leightonstreet, , seven hlils,4109, nsw,19810722,5917130
 riley, godfrey,300, clift ck, the lodge, oakwood,3108, nsw,19451121,3493339
 hannah, candida,7, santalum street, moorabee, ,2030, vic,19210519,9787204
 xanthe, fullgrabe,7, learmonth drive, , toowpomba,3803, vic,19841012,7525802
 ella, richmond,195, flack srteet, , berwick,5109, nsw,19820727,7932680
 samantha, glass,40, whistler place, foxlvea, evans head,5480, wa, ,3783154
 kadin, crosswell,38, , karobean, leongatha south,2070, vic,19410715,4079644
 jack, colean,7, , rio rita caravn park, dandenong north,6026, sa,19560223,9860608
 lilian, berry,578, goldstein c rdescent, berowra, maida vale,3109, vic,19030329,3427724
 samuel, crofs,613, banjine street, kurrajong vlge, pengzin,2230, qld,19410531,4467228
 hana, duvdley,16, lochee place, portland house, rose bay,3085, nsw,19590211,3088000
 thomas, eganq,347, tipping p lace, , peterborough,3585, tas,19430730,4456007
 anfrew, reid,51, ocean hunter, arndell street, ,4054, qld, ,4475335
 , clarke, , edkins street, conmurra, balcatta,2162, nsw,19360520,2120525
 adam, ,200, belconnen way, dolphin amcade, underdale,3188, nsw,19440418,1726023
 julia, meadows,18, aralune street, st john of god hospital, crows nst,3174, nsw,19160818,7101191
 , webb,168, booroondara street, the willows, lakes entrance,3179, vic,19911219,6504336
 james, ,12, mewton place, ellwood, st george sbasin,3073, vic,19250703,5362406
 henry, macgowan,5, wynn pulace, parry she, belmoxt,5266, qld,19080417,1834795
 herbert, darcy,28, goldfinch circuit, tarq ua, geelong south,2320, wa,19141204,7758955
 aneka, milburn,103, wilkins street, clisbyfarm, kuraby,2715, qld,19171108,4533360
 elizabeth, wojciechowski,16, walkercerscent, , winston jills,3066, nsw, ,6972527
 brianna, dixoh,18, staaten crescent, buckhobble, greensborough,3013, nsw,19860928,4919547
 kedley, slape,10, arthaldo court, glenor e grove, kogarah,6012, nsw,19301222,9981980
 bridget, hand,210, bunton place, flt 1 0, parkinson,2705, nsw,19391228,3815665
 sarah, ryan,17, nelson place, toowooqmba, croydon north,860, ,19610701,2369541
 hannah, bishop,79, merriman crescent, , millgorve,4625, nsw,19740414,4492531
 jamilla, mcdaid,29, barrett wtreet, , south melbourne,3166, qld,19301116,2784587
 abbye, dixon,1, marcus clarke street, grasmere park, scarborough,3141, qld,19441008,8127929
 judah, clarke,27, duncan dtreet, table m ountain, aspley,2455, nsw,19190222,7875071
 , leslie,952, carpenter close, , cantebrry,2340, vic,19950608,2438058
 joshua, clarke,100, hurley street, phoenix park stud, nollamara,2145, vci,19340629,1162090
 madison, coltman,5, cowlishaw street, tathra rvier est, goonellabah,3075, vic,19560602,2561010
 levi, prideaux,10, beckett tsreet, , milprrra,2606, wa,19230510,9135299
 sebastian, doodhy,10, mcintyre street, , molong,2061, qld,19881126,4712894
 charles, matthews,2, magarey place, rowethorpe, penbuin,2560, qld,19150316,5165120
 samul, tunstlal,22, wattle street, bayana, fish cfeek,7216, wa,19840412,8429651
 campbbell, richmond,37, kitchener street, reynolds dale, whitebridge,2115, wa,19440523,4917696
 jasmine, kiss,20, flower growers, batematn street, vermont south,6163, vic,19741212,6517742
 keelu, harrinrgton,296, brickhill place, henry kendall hostel, menindee,2830, nsw,19330913,1759909
 imogen, polmear,102, macedon crescent, rowehtorpe, port matquarie,2847, sa,19241217,6794742
 lily, matthews,6, gilmorercescent, , ,3880, vic,19960620,8250432
 jessiac, bastiaans,130, beazley crescent, , ingleburn,3029, qld,19270912,7965000
 sarah, ,39, dines place, raycroft, daisy hill,6149, vic,19100817,8854990
 luke, cowle,51, dampier hcrescent, glenevxe, vermont south,4722, qld,19160724,3612406
 felicity, ,15, abercrombie circuit, beg oa, neville,6726, nsw,19421105,2382886
 daniel, rafanelli,1, warragamb a avenue, , eight mile plains,3233, nsw,19450221,3463126
 , white,10, spafford crescent, clear cr eoek, pakenhm,4059, nsw,19480205,7285108
 harriet, doogue,4, concept, mugga lne, matraville,3194, qld,19091014,4166027
 benjamin, green, , jennings street, , terranora,6009, vic,19681029,4718046
 noah, whiet,804, caladenia street, sec 437, molong,2119, wa,19041018,9864936
 sarah, bradshaw,6, hallen clise, red tank, mullaloo,2161, vic,19340509,9150146
 marcus, roddik,46, stonehouse, fullerton crescent, cashmere,2753, vic,19381222,7785247
 michael, fullwood,8, dixon drive, tewanti nplaza, wanneroo,2831, qld,19670523,9672570
 alysaha, hyland,220, hinchcliffe place, araawng, malvern,3146, tas,19731211,6582947
 emiioy, staude,215, leltaplace, yanalha, nowra,1479, nsw,19091124,2809085
 macey, pasczoe,9, macrobertosnstreet, , highett,7320, nsw,19470710,5499383
 jessfe, donkin,68, mackennal street, ferndale, somerset,2573, nsw,19900096,3358033
 havriluk, jacinta,47, macquar ie street, carrington r etrmnt vlge, paralowie,7030, wa,19150929,7263381
 , babic,1, totterdell street, cooingale, st albans,4060, sa,19450493,3346822
 ethan, muthukuda,25, , glen aern, hililsice,2250, vic,19581107,4421577
 meggie, george,16, , greenlake, airds,5267, nsw,19111227,1040139
 brianna, blackwell,20, john russdll circuit, yarrandoo, cremorne,3192, nsw,19430515,6543804
 adamx, craze, , mcclintoxk street, loma langie, portarlington,3199, wa,19270510,3239913
 genevieve, ronan,37, mokare street, , yunderup,2657, sa,19980924,9571750
 alessandra, van groesen, , arthurcircle, hse 4, o'connor,3040, sa, ,5885340
 benjamin, blake,23, tantangarastreet, summit cottage, oaklands park,2640, wa,19270916,6285591
 rachael, widdip,19, gurrang avenue, clanville, sale,2176, qld,19120117,6879955
 samantha, leong,124, , tilburoo, wantirna,3046, qld,19670430,2292707
 jacojb, gillard,25, batchelor street, villa 2, rossmore,3910, vic,19970424,9592273
 alexander, kerslake,8, pridham street, fm 627, ascot park,2036, wa,19120211,9737053
 jasmine, mcmurdo,195, manna close, killarney, baynton,7009, vic,19340207,7978445
 chelsea, ,186, spofforth street, , clare,2750, vic,19560408,9071776
 reid, william,12, tatchell street, st george spark, hoppers crossing,4814, nsw,19750418,1498408
 chloe, ,20, broadhurst street, sawtell vet hosptl & clnc, kyabram,5279, vic,19621217,7989856
 matthews, harley,32, badimaa street, munmurrapark, kinross,6015, qld,19820215,7336254
 bouter, hamish,40, longstay caravn park, top spot, warkton,2429, nsw,19170530,6954052
 timothy, de crespigny,6, barraclough crescent, , gnangsra,2166, vic,19300524,1913293
 keeley, moolenaar,18, tangaristreet, sec 1, mosman,4680, nsw,19240130,2647421
 marlee, boss,16, slessor crescent, north a rm, ballsrat,2134, sa,19940504,2634944
 bridegt, knopf,67, shackleton circuit, , naracoorte,5255, qld,19470309,5405822
 breaenne, demarco,21, shenton crescent, , hamilton,3804, nsw,19170802,3018112
 flynn, bishop,16, solomon crescent, , burw ood,4165, vic,19270515,3604457
 fabel, jessica,28, hilder street, mount be auty, glenlee,2116, sa,19140806,5932691
 anan, reid,19, morant circuit, grammar dchool, south turramurra,2040, vic,19960111,2799521
 painter, eva,116, castleton bcrescent, mawingo, malvern east,3338, nsw,19770419,6468703
 alice, campbell,16, delittle circuit, unt 1, bonville,2118, ,19130416,2353372
 campbell, webb,63, wade street, , mount vrosby,3152, nsw,19981022,3000281
 bailee, vearifng,18, bavin atreet, sun city tourist park, safety beach,6076, nsw,19741208,4201844
 katelin, wheatley,35, blakey close, derwent wtrs, hackham best,4515, ,19130924,2489779
 lachlan, rau,68, loxton place, montrose, dedearng,3377, wa,19260502,1638351
 , dojcic,15, barracloug h crescent, brookvale, tplga,2205, qld,19990331,7180230
 mckane, caleb,21, lochee plce, , auburn,3083, nsw,19370320,3598063
 daniel, mcarda,34, maccallum circuit, westwood homestead, homuebush,2619, nsw,19920927,2550366
 elij ah, coleman,43, gledden street, maelkula, granville,2322, qld,19821231,1566439
 andrew, marlow,43, , , ashfiel d,2780, nsw,19550903,4126078
 jessica, mayer,25, dugan street, , nambour,6056, sa,19340201,3346974
 ruby, allchin,20, mccarten place, glenhjrst, ascot,2106, sa,19470412,1630282
 bethanie, nguyen,23, morrisse y street, navillus, st ives,4214, vic,19400724,7869955
 imogen, bellchaimbers,216, bensteda place, or eel, nedlands,2158, nsw,19230217,9615495
 noah, wiseman,17, wakefield garden, , frenchs forest,6535, nsw,19640101,8735485
 tori, reid,244, sellwod street, , parknson,6169, vic,19280331,2530021
 jessica, dixon,161, fred johns crescent, , eaglehawk,3556, qld,19281113,6245244
 green, isabella,11, boothby place, , pooraka,2112, vic,19281105,6738971
 joshua, coleman,16, mosman place, aarlee, koouong,3432, nsw,19501024,2640319
 kazuki, white,65, maranboy treet, , marrara,2220, wa,19101205,4980306
 nicholas, clarke, , gaylard place, tryphinia view, wetherill park,2810, nsw,19041223,3972795
 rosie, whitr,2, snowden place, brambletye vinyard, black rock,835, wa,19020405,4810152
 timothy, campbell,28, pokana circuit, , dickson,5097, qld,19950311,7753298
 kristen, white,5, sherlockstreet, morayfield exchange, wangaratta,5082, wa,19761201,8300732
 emma, marcola,7, totterdell street, rosetta billage, goonellabah,6018, vic,19641017,7190961
 gemma, brain,536, lingiari court, flt 167, ancona,3130, sa,19261125,8731806
 thomas, butt,11, freeling crescent, mylo house hostel, port fairy,2486, nsw,19311128,4301794
 gabkel, etsclurt,3, banks street, the mews royal hotel bldg, renowu park,2541, nsw,19210501,3783783
 scott, rudd,3, saunders street, , toowoomba,2617, nsw,19600086,4857758
 jaden, parr,12, sid barnesz crescent, , orange,4744, qld,19210526,7179398
 oliver, white,9, tillyard drive, tievr tara, hawthorne,3068, ,19310120,8686735
 noah, gianmnoni,81, burralycourt, colloca vale, north ryde,6155, qld,19720817,6906870
 robert, gibb,2, springcreek, mckeahnie street, frankston,2450, wa,19440618,9181026
 chloe, westbrook,3, city walk arcade, sheep station, pallarenda,4210, vic,19590508,9412116
 cooper, hamjmer,20, egglestoncrescent, , bunbury,4709, qld,19680910,7753471
 elijah, ,76, lane-poole place, rosetta village, malvkern,3337, vic,19910131,7588197
 mcmellpn, aiden,10, cromwellcircuit, redwoo dlodge, wanneroo,2666, vic,19301206,9452274
 amy, seetoy,50, busbh street, bellfield, st albans,2870, qld,19160523,4467636
 blzke, doray,9, muresk street, , st albans,2305, qld,19410221,6927749
 william, white,34, mortlock circuit, ponder ossa, chinchilla,3156, sa,19800517,1549841
 holly, spratt,8, spafford crescent, , st clair,3337, nsw,19130210,9895857
 arabella, holyoak,49, hughes crescent, b, malvern,4405, wa,19280311,1284712
 amber, estacio,4, glenmaggie street, perry park hostel, launceston south,3057, qld,19720412,3256476
 jacqueine, pride,9, william webb drive, bell place (cnr bell r road, richardson,4065, nsw, ,4570880
 sophie, wynner,25, leajy close, box range, beechboro,2340, wa,19940105,5948897
 , czarnik,10, bunbury street, glneavon, ulmarra,4252, qld,19601222,3960160
 zand, tao,5, cromwell icircuit, heve arham, lalor,4825, nsw,19631204,7503892
 robert, ngudn,22, barlow street, fred lean hostel, dickson,6152, nws,19140127,9527501
 isabelle, huxley,42, rosenthal street, antigua, hocking,3824, qld,19820920,3356088
 christian, la rance,18, tristanxia street, the swamp, mermaid waters,6020, nws,19580426,2857093
 amelka, mo,46, , rowethorpe, waterloo,2017, vic,19010613,6555841
 james, worsleyw,1, pike p lace, melaleuca, broadmeadows,4818, nt,19651211,6697804
 portai, geore,9, taronga place, , rosebud,2620, wa,19670721,1688777
 danielle, modody,21, redlands, owen crescent, burwood east,4701, nsw,19850616,8727753
 hannah, sandman,32, mcinnes street, , lewiston,3134, sa,19690707,2339019
 mitchell, birkin,4, birdwood street, anglicanchaurch, bonville,3214, qld,19810614,4271401
 janegs, bishop,4, taronga, jemalong street, tweed heads south,7250, nsw,19540224,7589870
 ella, wedmaier,7, duffystreet, glenpora, eulxo,2020, qld,19410630,4581426
 , teag ue,38, emily bulcock crescent, locn 341, caulfidld,2041, nsw,19900523,1754920
 madeline, liteploj,28, mckayg arden, kangaroo grnd, creswick,2871, nsw,19640410,9933895
 stella, rogan,22, wattle street, flr 5 john flynnm edical centre, strathalbyn,2289, qld,19690311,1379241
 campbell, dichiera,478, quiros street, edenlea r eutrement, frenchs forest,2478, qld,19851030,7481927
 groenier, blake,29, meredith c ircuit, summer hill, burleigh waters,4674, nsw,19510119,1447437
 imogen, carlington,45, mcinnes treet, parish talowahl, girilabmone,2154, nsw,19781117,7912921
 joe, whitle,5, towers place, hyberni apark, coolaroo,2066, vic,19851122,1899363
 timothy, kinter,29, hawker street, argyle village, quilpie,2598, vic,19190926,7137952
 jsk, stanbur,25, de vis place, kersley mews, koorawatha,4074, qld,19381131,7301101
 lucyw, satterley,32, gill street, nepean shores, buninyong,4226, sz,19660516,9616924
 , colquhoun,11, strong place, ocean star villas, modbruy,2213, qld,19621022,3058669
 carmen, miles,146, mccormack street, palinq g south, monavale,2782, nsw,19220601,4126596
 trey, saines,26, throsselel srreet, kindian, buff point,4161, act,19110205,2740304
 lim, haggett,64, macpherson street, , minto,6201, qld,19550910,5068609
 daniel, satterley,5, eugenia street, strathlea, kedron,3056, qld, ,7208037
 noah, flatman,13, mawalan street, northoburne, frankston,5049, vic,19790808,6564082
 nathan, sieber,21, spowers circuit, , findon,2430, ,19681127,8987260
 arabella, sors,92, corringle close, mari-ma farm, mulgrave east,4871, qld,19450119,2313601
 matthew, green,57, howitt street, , ,4704, wa,19861119,3767916
 dixon, thomas,108, brewster place, geelong grove, eight mile plains,2114, qld,19851127,8873329
 liyl, clarke,11, , sun village, magill,3204, vic,19200906,6916349
 kane, webb,23, majura avenue, ly nan, childers,2155, wa,19311112,6223324
 toby, de landre,15, quandualla, ulm steeet, ashwood,2141, vic,19380511,2977480
 keaton, webb,2, mckinleycircuit, solitaire, lemon tree passage,3943, nsw,19850328,6634675
 bradley, everett,13, greenough circuit, miowera, caves beach,2267, nsw,19660606,8990768
 tegan, rosendale,1, sherbrooke street, nazareth village, innaloo,2550, nsw,19801011,9351309
 aleesha, rei,2, cadell street, eventide homes, trafalgar,2582, vic,19840824,6890084
 seth, salt,148, carss place, burnside, alice sprjings,4005, sa,19531004,9880146
 destynii, hope,24, villa 3, barungastreet, st peters,4061, nsw,19210430,6586290
 michael, leslie,2, kirwanciircuit, blenmorje, bangor,1350, qld,19350423,7283323
 hayden, kluske,25, kanooka street, grenoble, bonnyrigg,4740, nsw,19111028,9665354
 charlotte, coffey,5, hallen close, , ringwood,2560, ,19741217,9493726
 jory, musolino,26, steinfeld court, table mountain, moree,3134, wa,19381019,4887622
 kyle, felmingham,7, cassinia street, marella, kingston,3936, nsw,19121120,1300375
 elton, coldicutt,3, somerset s treet, newman medcaql centre, ashfield,5037, vic,19341016,9721944
 logan, bisgop,1, tanj il loop, , ,2113, qld,19000423,1698144
 sarah, handel,32, twelve trees crescent, maclee, brooloo,4111, nsw,19311009,8033344
 nicola, leonardi,22, , crown cahmners, rwy,2299, nsw,19170219,3568632
 casey, fitzpatrick,34, hugh mckay crescent, glass house, hamilton,4178, nsw,19320411,3603835
 montanna, dickjs,224, totterdell street, quarter deck, toorak,3024, qld,19571101,7774754
 renee, brokc,30, maddock place, , ferndale,7268, fic,19760915,4013281
 ella, ryan,15, marshall street, mayflower retrmnt vlge, castlecrag,2356, wa,19510519,7463223
 luas, ,15, cordeaux street, , malvern east,4014, sa,19131007,1973817
 chelsea, baillie,93, keane tlace, villa 36 sovereign garden, st ives,3875, vic,19040318,3338604
 harry, mason,42, jabanungga avenue, crown reserve, ryde,4490, wa,19650607,8822165
