first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 jasmine, clarke,489, , cambooya, noble park,3413, vic,19741020,9562970
 mitchell, cute,161, buntine crescent, murray river queen, lake munmorah,2518, vic,19470802,9610204
 jock, sedunary,466, douglas close, the briar patch, nar nar goon,3015, sa,19970805,3855499
 mollie, castellari,5, jackie howe crescent, , ardmona,3976, wa,19760616,1378454
 haylee, dolan,49, carrington street, brentwood village, deer park,3047, nsw,19690801,4703920
 , reid,46, dooring street, windalea, dandenong north,3581, nsw,19130312,1322845
 alex, hanna,146, pocket avenue, scottsdale, yangebup,3941, vic,19040515,7193215
 alexandra, clarke,17, hancock street, currimundi garden, gosford east,2304, sa,19311219,6631451
 henry, mccarthy,94, beasley street, crystal brook farm, ingleburn,6164, nsw,19770913,1347524
 vendula, forgie-wendt,11, mccabe crescent, parry house, allingham,2484, nsw,19650317,1609478
 jessica, weller,318, bishopbourne court, lismore road, padstow,2191, nsw,19600919,4837774
 matthew, berry,560, westbury circuit, rosetta village, north ward,5082, qld,19820813,7825135
 jade, quast,4, hodgkinson street, raworth cottage medical practice, east ryde,6210, vic,19390121,5098690
 jake, vigneswaran,24, franklin street, westside, geelong west,4114, vic,19700129,2559983
 judah, simmonds,33, elsey street, summer hill, hamilton,2444, vic,19940414,2036044
 emiily, roff,5, darwinia terrace, loma, hawthorn,3173, sa,19600518,9178046
 brayden, coleman,21, paul coe crescent, westfalls, greenwith,5047, vic,19500606,1790784
 kate, mcmullen,24, , fairholme, port macquarie,2470, qld,19940928,1366439
 elizabeth, madigan,8, port jackson circuit, rosedale, pannawonica,3182, tas,19200527,7796244
 noah, clarke,608, bindel street, anstee court, boggabri,5158, nsw,19540920,8260965
 sebastian, blissenden,16, mataranka street, the homestead, ashfield,2758, wa,19750320,4893136
 flynn, gloster,2, davies place, canowindra, andergrove,2519, nsw,19570911,5757208
 nathan, wiemann,10, gingana street, , brighton,3101, vic,19370429,8432426
 alicia, riddei,11, elvire place, swanleigh, allawah,2440, qld,19620629,
 isabel, godfrey,14, bellchambers crescent, glenumbral, warnbro,2039, sa,19680509,1302707
 ayla, mccarthy,268, weavers crescent, yenda units, lake munmorah,3094, qld,19541018,1627605
 taliah, bunuggurr,18, eldridge street, drayton, wallsend,2031, qld,19760404,1387033
 michael, hyland,19, aronson crescent, evergreen, cooranbong,4741, qld,19101219,8061638
 mitchell, webb,15, denovan circuit, villa 3, connewarre,5091, nsw,19801006,8786441
 jaimee, bowerman,1, sainsbury street, tiverton, coonamble,3155, nsw,19510309,2542408
 , mccarthy,24, oliver street, brentwood village, cherrybrook,2880, vic,19350103,5462917
 anna, reid,19, morant circuit, grammar school, south turramurra,2040, vic,19960111,2799251
 eliza, zimmermann,15, sydney avenue, bass highway, booval,4701, nsw,19480506,6758505
 gianni, jolly,38, glencross street, locn 10045, booval,2260, wa,19740903,3082635
 crystal, branston,104, officer crescent, section, bar beach,3039, sa,19720329,3133369
 benjamin, blake,11, tantangara street, summit cottage, oaklands park,2640, wa,19270916,6285591
 joel, rundle,108, rosebery street, st vincents hospital, dunsborough,2317, nsw,19780403,8984765
 kai, hobson,1985, battersby circuit, , dulwich hill,5573, nsw,19280304,9227124
 liam, haggett,64, macpherson street, schofield hill, minto,6210, qld,19550910,5068609
 james, kang,11, frayne place, , concord,4869, qld,19350731,7427314
 aiden, thorpe,45, chauvel circle, eureka, rowville,2767, nsw,19270407,6959840
 scott, rudd,3, saunders street, sec 1, toowoomba,2617, nsw,19600806,4857758
 amber, white,40, bateman street, lakewood estate, dungog,3207, qld,19671129,7353997
 brydon, golder,2, street place, belbee, ramsgate,3179, vic,19651217,1997517
 jessica, dixon,161, fred johns crescent, the swamp, roxburgh park,3556, qld,19281113,6245244
 nathan, green,10, franc place, tara park, marsden,3337, qld,19060131,4028347
 harley, mclaine,419, john young crescent, , hamilton,2261, qld,19380511,5510205
 courtney, painter,12, pinkerton circuit, bega flats, richlands,4560, vic,19161214,4066625
 harrison, painter, , nina jones crescent, ballawinna stud, lennox head,6017, vic,19961105,9133988
 sarah, brgles,23, torrens street, trewalla, tarragindi,2747, vic,19521019,8447931
 mikhayla, dennes,8, eggleston crescent, greenways, bundaberg,5158, qld,19280616,8579616
 rosie, karlsen,48, lycett street, cottonwood, redbank plains,3013, nsw,19041101,3233946
 lewis, westbrook,14, hutchison crescent, ohio station, seaforth,4128, vic,19081217,5442782
 madeline, huxley,7, murrell place, westbury, orange,3939, nsw,19850421,5740778
 alana, lombardi,6, mandurah place, tantallon, canterbury,4034, wa,19021123,5203409
 kane, webb,23, majura avenue, lyndan, childers,2155, wa,19311112,6223324
 abbey, dixon,1, marcus clarke street, grasmere park, scarborough,3141, qld,19441008,8127929
 madison, chandler,29, luckman place, hd tickera, pearl beach,2133, nsw,19551128,
 caitlyn, campbell,39, amagula avenue, delvawood, coolum beach,3714, qld,19930612,3516962
 alissa, ryan,20, , rosehill, malvern,2880, tas,19420405,4676455
 jack, braddy,14, arndell street, parma farm, goodna,2450, nsw,19200906,9738539
 bianca, ryan,67, de little circuit, march rising, westmead,6163, wa,19091028,4864427
 alexandra, pacey,1, wattle street, keira, peakhurst,2138, act,19390116,3552967
 harry, wilde,55, blythe close, marsden, ballarat north,3058, nsw,19270322,8514644
 chelsea, malcolmson,12, chalker circuit, woodleigh, moonah west,6233, vic,19281114,4413674
 lucy, kranenborg,19, clara close, blue hills, bargara,6030, nsw,19740827,7896434
 warrick, plane,41, lingiari court, miowera, noosa river heights,5108, vic,19860411,3214712
 amber, estacio,4, glenmaggie street, perry park hostel, launceston south,3075, qld,19720412,3256476
 hana, nirta,113, mcburney crescent, caroona village, glen eden,4814, qld,19940127,5873271
 hayden, ballantyne,13, , nunnook, young,2077, nsw,19330812,3414771
 lucy, van de maele,50, rutledge place, mater professional centre, port lincoln,2304, vic,19770324,4274192
 brigitte, white,79, mcelhone court, abbaston, harbord,2306, tas,19480318,5946514
 tara, riding,11, allchin circuit, palm lake resort, wanniassa,2262, nsw,19761123,9131364
 april, durbridge,20, wilkinson street, , toolleen,3630, sa,19190524,3179675
 andrew, marlow,7, , , ashfield,2780, nsw,19550903,4126078
 mitchell, longo,52, faucett street, beagle bay, wamuran,4814, nsw,19010102,4714885
 annabelle, couzens,27, mcluckie crescent, earle haven retirement village, ,870, vic,19260508,9397671
 imogen, camp,14, haines street, roskhill, gretna,4213, ,19681214,9359429
 jason, fenwick,5, vincent place, glenearra, morphettville,3011, qld,19550520,4178650
 gemma, lowe,77, currie crescent, aptmnt 42, san remo,4208, sa,19730809,7414003
 annabelle, webb,48, squire place, lytton, beaumaris,4670, act,19320717,7334846
 sylvie, morcom,33, , nomore, armidale,4551, sa,19580901,8709612
 gabriel, is,168, embley street, blueberry hill, burnie,4551, vic,19111213,4120890
 jackson, thorpe,21, grayson street, kilwinning, daisy hill,3058, nsw,19460526,3307556
 judah, clarke,27, duncan street, table mountain, aspley,4670, nsw,19190222,7875071
 zarran, mcsorley,28, hollway street, orana gardens retirement village, burraneer,7051, nsw,19170409,2480177
 amy, sommariva,26, fernie place, glenfine station, surrey hills,6167, nsw,19920303,8853255
 nathan, white,113, chewings street, ballawinna stud, oak park,4118, nsw,19981116,2568695
 luke, geue,12, rocklands street, , allambie heights,6104, vic,19720807,8840914
 madeleine, bradshaw,90, burkitt street, mindaree, tuart hill,3300, nsw,19180720,9562529
 jack, dimonte,104, mckeahnie street, carinyah station, woy woy,2132, nsw,19880316,4854960
 connor, vincent,391, woolner circuit, locn 8200, geraldton,2560, qld,19811218,9810666
 tayah, kiss,20, bateman street, flower growers, vermont south,6163, vic,19741212,6517742
 megan, scripps,40, karawatha place, raycroft, bonnells bay,2761, sa,19970108,7573986
 hunter, nguyen,1, cutlack street, narada, bunbury,3138, nsw,19391206,5131671
 sarah, curth,14, knoke avenue, heathfield qld, mullumbimby,3175, vic,19131205,8264314
 matthew, roche,67, orchard place, foveaux terraces, mill park,3850, vic,19040419,6928752
 hayley, moody,1, lambell close, solitaire, jones hill,3103, nsw,19831231,7465219
 logan, goldsworthy,21, florentine circuit, settlers hills, ashfield,2571, nsw,19160117,8867229
 , lodge,634, companion crescent, argyle, ballina,2161, nsw,19020407,1555679
 alessia, harrington,36, meredith circuit, gliding gulls, sunshine north,3192, nsw,19561129,5264440
 jake, campbell,67, larcombe crescent, oaklands village, greensborough,4570, wa,19240304,4245106
 teaha, rawlings,23, charterisville avenue, moonby downs, toowoomba,4006, sa,19601115,9235941
 lily, marris,28, deumonga court, fourways, ulverstone,3048, nsw,19980524,4654900
 molly, slape,23, currie crescent, dickson family practice, glenwood,2777, wa,19370706,6905342
 mia, haeusler, , stockdale street, rowethorpe, cleveland,3011, nsw,19091107,3742016
 nicholas, commons,50, couchman crescent, lochlee, parkdale,5169, sa,19980815,9438920
 isaiah, dixon,6, whitford place, ettalong beach village, bonville,3072, qld,19321222,5795586
 tara, pratap,15, wattle street, cantlay farm, aspley,2527, wa,19301128,3688555
 eliza, slape,5, bellchambers crescent, bonny doon, dover heights,6230, nsw,19840924,7441870
 tylah, kempe,8, arthur circle, tylden park, adamstown heights,3133, sa,19721016,1844518
 sophie, white,251, handcock crescent, , wetherill park,5114, vic,19480529,7242421
 , clarke,6, barangaroo street, apt 8g, blacktown,2615, nsw,19240224,6718271
 kylee, shepherd,6, fitchett street, woodburn pastoral, paralowie,2229, nsw,19420817,7307571
 abbey, lewkowicz,33, stead place, dalamar, minchinbury,6108, nsw,19240802,1187314
 bridget, burford,14, gibb place, melaleuca, greenwood,3280, wa,19090212,4048860
 jordyn, white,103, amess place, tannamurra, toormina,4700, sa,19051210,6149930
 spencer, bates-brownsword,151, pinkerton circuit, tora, smithfield,4860, nsw,19810308,5402648
 fergus, hendy-pooley,3, stace place, nuffield village, oakden,6108, vic,19160101,5515164
 clodagh, sieber,14, pandanus street, highfields medical centre, davistown,4066, nsw,19140913,2698880
 kaitlin, bowerman,16, foskett street, bulala, edensor park,6111, nsw,19140320,6109196
 amy, campbell,12, kinchela crescent, aceland poll hereford stud, sadleir,4753, qld,19021030,2533567
 jessica, millane, , windeyer street, mt martin, ridleyton,7275, ,19120708,8511839
 , ruolle-ivanov,11, fairweather circuit, , mount low,5290, vic,19661012,4600962
 nikki, neik,180, balfour crescent, brentwood village, charlestown,2228, wa,19840720,7106885
 ebony, robson,31, freda bennett circuit, rowethorpe, ryde,2450, nsw,19301219,3841520
 beau, eyles,268, solomon crescent, table mountain, granya,5280, nsw,19970827,8983029
 jenna, goode,49, hedland circuit, kela, kingaroy,3156, nsw,19920828,4224901
 dayna, gilfedder,104, burgan place, edwards chambers, hawthorn,3191, nsw,19520413,7277011
 lucas, corsico,1337, saggers close, tara park, port macquarie,6155, qld,19730826,9722217
 harrison, zanelli,62, britten-jones drive, weeroona, exeter,4305, nsw,19870724,8743573
 katie, kerslake,5, were street, shopping centre, narre warren north,3977, vic,19591030,1600754
 samantha, bellamy,123, hawkesbury crescent, bristin, pallara,2756, nsw,19091019,9345240
 arabella, reid,35, baracchi crescent, argyle, hermit park,3806, qld,19640323,1433160
 ryleh, sleath,9, archdall street, boxwood hill, sandy bay,2484, nsw,19550126,1791300
 georgia, clarke,278, blowering street, dunfield park, port pirie,6111, vic,19990330,3328605
 noah, maier,2, cromwell circuit, pine view, ryde,4700, nsw,19020410,4418189
 jordan, mirritjawuy,8, batchelor street, st vincents medical centre, applecross,3505, sa,19250215,1153859
 holly, wehr,64, gooromon ponds road, ainslie house, gorokan,2234, qld, ,9292420
 livia, miles,15, stewart crescent, rosetta village, thornbury,3851, act,19760903,9683666
 nathan, clarke,12, forbes street, rainbow park rp 8965, flinders park,2117, qld,19500725,5135466
 charlotte, ryan,28, monaro crescent, shiloah, fig tree pocket,2538, vic,19590825,3609154
 paris, green,19, zamia place, glendower, frankston,5159, qld,19291117,7101331
 imogen, miles,14, smalley circuit, tingara vlge, toorak,2259, sa,19070626,4846134
 matilda, clarke,113, gritten street, gloccamorra, fletcher,3051, vic,19721108,8416016
 harriet, molland,43, , sheep station, bridgeman downs,6053, nsw,19760523,9418691
 keely, coulson,28, scantlebury crescent, alice downs, toowoon bay,5096, sa,19930412,1189146
 ebony, webb,21, knox street, crestwood, highgate,2196, nsw,19001231,5875656
 , klemm,43, clem hill street, , st kilda,4205, qld,19751020,5119969
 matthew, browne,392, parsons street, north star resort, slacks creek,4501, qld,19720102,9033952
 katelyn, cochrane,2, thozet place, eden park, narellan,2750, nsw,19910821,9564362
 abby, spark,36, cordeaux street, mortlock house, mittagong,2217, vic,19930311,8511819
 caitlin, bevis,46, smith street, grammar school, hawthorn,4878, nsw,19601011,3040069
 dominic, papageorgiou,1544, la perouse street, the lakes retirement village, bacchus marsh,3995, nsw,19140218,4660218
 zachary, goode,39, alroy circuit, , broadmeadows,7250, nsw,19900208,3817430
 harrison, reid,20, charterisville avenue, lissoy holdings, lowesdale,2282, qld,19301018,9267290
 jared, white,57, walsh place, dunmunkle lodge, evans head,3124, wa, ,8491221
 alexandra, hide,27, tweddle place, barley hill, williamstown,3055, vic,19070929,3625008
 emiily, boulter,12, drevermann street, manila, currimundi,3030, nsw,19770628,4873584
 jordan, kondakov,115, fleay place, stockland cairns, clayton,2640, ,19270806,9876548
 hannah, ferris,25, brereton street, macian house, ruse,2211, qld,19650926,5013659
 imogen, boyle,57, gilmore crescent, village walk (cnr high s street, safety bay,3088, qld,19360622,4299413
 danielle, moody,21, owen crescent, redlands, burwood east,4701, nsw,19850616,8727753
 kyle, hope,26, bundey street, kacadoo, armidale,2097, nsw,19631116,2650117
 , lund,109, caley crescent, allandale aged care facility, mill park,4053, nsw,19180902,7074690
 jaxin, jolly,114, llewellyn crescent, merrimac heights, bull creek,4017, sa,19250202,7133472
 tara, campbell,34, dunstan street, westpoint, katherine,6015, qld,19810623,8339362
 samantha, bereza,52, waddell place, shaudell, piney range,6026, vic,19420813,7631947
 brianna, barisic,1502, haddon street, parish talowahl, launching place,3220, vic,19750703,5367822
 charlotte, grierson,40, hooley place, , kellyville,2479, nsw,19691116,8381516
 lexie, myles,11, crozier circuit, kangaroo grnd, valentine,3805, sa,19600609,9749283
 tiarna, burghof,1, , delmar, keysborough,2550, vic,19911125,8808422
 emiily, green,31, julius street, appleglen, mount colah,2290, vic,19340525,7373124
 maliah, clarke,26, broadbent street, harlyn, tara,6151, sa,19520331,7298583
 alex, babic,7, burnett street, whattleglen, wilmot,4552, vic,19051202,5673881
 caitlin, leslie,24, eyre street, retirement village, worongary,2830, nsw,19420102,1257356
 channing, haak,8, kevin street, sec 1, bundaberg,6450, wa,19970408,9248677
 annabel, thorpe,19, ardlethan street, galloway, rokeby,4670, vic,19920305,2814912
 lucy, millar,57, duffy street, burtons lookout, wyoming,2325, sa,19171121,3254520
 harrison, thredgold,3, antill street, monavale, charlestown,2289, nt,19390828,3707828
 nicholas, hoyland,45, shirlow place, jewells medical centre, wantirna,5049, vic,19200610,4052512
